nilai_hujan_max,tempoh_hujan,tempoh_ulang,latitude,longitude
172.5,24,4,5.919,116.0999
172.5,24,4,5.9402,116.1011
206,4,44,5.8555,116.0977
172.5,24,4,5.9176,116.1096
172.5,24,4,5.9092,116.1114
172.5,24,4,5.9187,116.1143
172.5,24,4,5.9259,116.0642
172.5,24,4,5.8771,116.0946
172.5,24,4,5.9259,116.1529
172.5,24,4,5.9259,116.0642
141.2,3,8,5.9743,116.1109
152,3,17,6.0268,116.1512
65.4,6,NORMAL,5.974,116.0961
152,3,17,5.9519,116.089
49,24,NORMAL,5.9576,116.0856
49,24,NORMAL,5.9625,116.1283
49,24,NORMAL,5.9407,116.0721
152,3,17,5.9784,116.1144
152,3,17,5.9416,116.0828
108,2,3,5.8582,116.0734
15.5,10,NORMAL,5.8653,116.0567
15.5,10,NORMAL,5.8843,116.0508
15.5,10,NORMAL,5.8239,116.0429
110.9,10,NORMAL,5.8185,116.0544
141.6,6,9,5.8171,116.0383
141.6,6,9,5.8285,116.0499
141.6,6,9,5.8032,116.0558
141.6,6,9,5.8117,116.0629
65.4,6,NORMAL,5.8404,116.045
141.6,6,9,5.7412,116.0775
141.6,6,9,5.769,116.0945
141.6,6,9,6.347,116.435
152,48,NORMAL,6.359,116.433
152,48,NORMAL,6.371,116.414
152,48,NORMAL,6.3619,116.4197
152,48,NORMAL,6.3622,116.4394
152,48,NORMAL,6.363,116.399
152,48,NORMAL,6.3658,116.4339
152,48,NORMAL,6.3672,116.4225
152,48,NORMAL,6.3561,116.4014
152,48,NORMAL,6.3597,116.4429
152,48,NORMAL,6.3597,116.415
152,48,NORMAL,6.3579,116.4165
152,48,NORMAL,6.492,116.5448
152,48,NORMAL,6.3495,116.4099
152,48,NORMAL,6.3484,116.4079
49,24,NORMAL,5.4053,115.8347
29,24,NORMAL,5.4225,115.8369
29,24,NORMAL,5.4687,115.8108
29,24,NORMAL,5.4708,115.8029
29,24,NORMAL,5.4711,115.7997
65,5,NORMAL,5.4812,115.7984
65,5,NORMAL,5.4828,115.7925
65,5,NORMAL,5.4742,115.7974
65,5,NORMAL,5.5055,115.8056
29,24,NORMAL,5.471,115.8048
29,24,NORMAL,5.467,115.811
65,5,NORMAL,5.4777,115.7868
65,5,NORMAL,5.045,115.7865
65,5,NORMAL,5.4225,115.8374
65,5,NORMAL,5.4072,115.8314
65,5,NORMAL,5.4225,115.8374
65,5,NORMAL,5.4072,115.8314
65,5,NORMAL,5.4693,115.8058
29,24,NORMAL,5.471,115.8048
65,5,NORMAL,5.4728,115.7971
65,5,NORMAL,5.471,115.7998
65,5,NORMAL,5.4703,115.8042
65,5,NORMAL,5.4712,115.8065
65,5,NORMAL,5.4749,115.7957
65,5,NORMAL,5.4813,115.7985
65,5,NORMAL,5.4392,115.8354
65,5,NORMAL,5.471,115.8067
29,24,NORMAL,5.3506,115.7291
98,48,NORMAL,5.3494,115.7341
98,48,NORMAL,5.3392,115.7599
98,48,NORMAL,5.337,115.747
147.3,7,4,5.3561,115.7146
147.3,7,4,5.3478,115.7408
147.3,7,4,5.366,115.707
147.3,7,4,5.3387,115.7968
147.3,7,4,5.342,115.7748
147.3,7,4,5.3421,115.7749
147.3,7,4,5.358,115.728
98,48,NORMAL,5.3492,115.7341
98,48,NORMAL,5.3386,115.7598
147.3,7,4,6.134,116.2668
160.2,6,6,6.115,116.2055
160.2,6,6,6.1293,116.2403
160.2,6,6,6.1203,116.2379
160.2,6,6,6.2572,116.3368
160.2,6,6,6.2568,116.3349
160.2,6,6,6.2489,116.3291
160.2,6,6,6.2498,116.3245
160.2,6,6,6.1781,116.2453
160.2,6,6,6.1466,116.2153
160.2,6,6,6.2026,116.2119
160.2,6,6,6.1238,116.1813
160.2,6,6,6.1895,116.2229
141.2,3,8,5.9743,116.1109
65.4,6,NORMAL,5.974,116.0961
152,3,17,5.9519,116.089
49,24,NORMAL,5.9576,116.0856
49,24,NORMAL,5.9625,116.1283
152,3,17,6.051,116.1566
152,3,17,6.0268,116.1512
18.5,3,NORMAL,6.0241,116.1574
152,3,17,5.984,116.1169
152,3,17,5.9784,116.1144
152,3,17,5.9416,116.0828
18.5,3,NORMAL,5.437,116.2663
264.4,10,95,5.4379,116.2661
264.4,10,95,5.3133,115.3739
172.5,24,4,5.2989,115.3534
172.5,24,4,5.3161,115.3735
172.5,24,4,5.346,115.3895
172.5,24,4,5.8308,116.0416
65.4,6,NORMAL,5.8404,116.045
65.4,6,NORMAL,5.8398,116.0494
141.2,3,8,5.9743,116.1109
65.4,6,NORMAL,5.974,116.0961
152,3,17,5.9519,116.089
49,24,NORMAL,5.9576,116.0856
49,24,NORMAL,5.9625,116.1283
152,3,17,6.051,116.1566
152,3,17,6.0268,116.1512
152,3,17,5.984,116.1169
152,3,17,6.0326,116.1454
152,3,17,5.9784,116.1144
152,3,17,5.9416,116.0828
152,3,17,5.9161,116.1272
172.5,24,4,5.9422,116.1049
172.5,24,4,5.9036,116.1047
172.5,24,4,5.8624,116.0962
172.5,24,4,5.9061,116.1106
172.5,24,4,5.91,116.1117
172.5,24,4,5.8956,116.1003
172.5,24,4,5.9042,116.1076
172.5,24,4,5.9131,116.1156
172.5,24,4,5.9056,116.1129
172.5,24,4,5.8657,116.0857
172.5,24,4,5.8782,116.0956
172.5,24,4,5.9188,116.112
172.5,24,4,5.9144,116.1213
172.5,24,4,5.9212,116.1576
172.5,24,4,5.8779,116.0954
172.5,24,4,5.91,116.0955
172.5,24,4,5.9055,116.1039
172.5,24,4,5.8876,116.0966
172.5,24,4,5.907,116.1024
172.5,24,4,5.919,116.0999
172.5,24,4,5.9402,116.1011
172.5,24,4,5.9176,116.1096
172.5,24,4,5.9092,116.1114
172.5,24,4,5.9187,116.1143
172.5,24,4,5.9259,116.0642
172.5,24,4,5.8771,116.0946
172.5,24,4,5.9259,116.1529
172.5,24,4,5.9259,116.0642
172.5,24,4,5.8308,116.0416
65.4,6,NORMAL,5.8404,116.045
65.4,6,NORMAL,5.8398,116.0494
65.4,6,NORMAL,5.974,116.0961
49,24,NORMAL,5.9576,116.0856
49,24,NORMAL,5.9625,116.1283
49,24,NORMAL,5.9407,116.0721
49,24,NORMAL,5.9555,116.0719
49,24,NORMAL,5.4053,115.8347
29,24,NORMAL,5.4225,115.8369
29,24,NORMAL,5.4687,115.8108
29,24,NORMAL,5.4708,115.8029
29,24,NORMAL,5.4711,115.7997
29,24,NORMAL,5.467,115.811
29,24,NORMAL,5.471,115.8048
29,24,NORMAL,5.3506,115.7291
98,48,NORMAL,5.3494,115.7341
98,48,NORMAL,5.3392,115.7599
98,48,NORMAL,5.337,115.747
98,48,NORMAL,5.3492,115.7341
98,48,NORMAL,5.3386,115.7598
98,48,NORMAL,6.3506,116.8125
147.9,48,NORMAL,6.5245,116.8049
147.9,48,NORMAL,6.5097,116.8071
147.9,48,NORMAL,6.5204,116.7989
147.9,48,NORMAL,6.4676,116.8004
147.9,48,NORMAL,6.4862,116.7974
147.9,48,NORMAL,6.5021,116.8141
109,8,NORMAL,6.4808,116.7879
147.9,48,NORMAL,6.4763,116.8113
147.9,48,NORMAL,6.4482,116.8493
147.9,48,NORMAL,6.456,116.8272
147.9,48,NORMAL,6.5476,116.866
180,48,NORMAL,5.8589,118.103
180,48,NORMAL,5.8888,118.0591
180,48,NORMAL,5.9022,118.0048
180,48,NORMAL,5.0049,118.2363
180,48,NORMAL,6.7068,117.0837
85,48,NORMAL,6.655,116.9226
85,48,NORMAL,6.7061,117.0085
85,48,NORMAL,6.6519,117.2191
85,48,NORMAL,6.6682,116.9378
85,48,NORMAL,6.6761,117.1084
85,48,NORMAL,6.7128,117.1164
85,48,NORMAL,5.9635,116.6779
98,48,NORMAL,6.3506,116.8125
147.9,48,NORMAL,6.5245,116.8049
147.9,48,NORMAL,6.5097,116.8071
147.9,48,NORMAL,6.5204,116.7989
147.9,48,NORMAL,6.4676,116.8004
147.9,48,NORMAL,6.4862,116.7974
147.9,48,NORMAL,6.5021,116.8141
147.9,48,NORMAL,6.4808,116.8141
147.9,48,NORMAL,6.4763,116.8113
147.9,48,NORMAL,6.4482,116.8493
147.9,48,NORMAL,6.456,116.8272
147.9,48,NORMAL,6.5476,116.866
147.9,48,NORMAL,4.9947,115.5472
428,120,6,4.9911,115.5426
428,120,6,4.9778,115.5234
428,120,6,4.9834,115.5308
428,120,6,4.9689,115.5157
428,120,6,4.9647,115.5016
428,120,6,4.9683,115.4989
428,120,6,4.9693,115.5152
428,120,6,4.9664,115.4986
428,120,6,4.9825,115.472
428,120,6,4.9984,115.548
428,120,6,6.5228,116.8633
174,72,NORMAL,6.5097,116.8578
342.5,168,6,6.5747,116.8678
327,120,4,6.5611,116.8578
149,96,NORMAL,6.5231,116.86
149,96,NORMAL,6.5483,116.8519
149,96,NORMAL,6.5281,116.8453
149,96,NORMAL,6.5381,116.8128
149,96,NORMAL,6.5147,116.7673
149,96,NORMAL,6.5342,116.7074
149,96,NORMAL,6.5227,116.752
149,96,NORMAL,6.5284,116.7242
149,96,NORMAL,6.4783,116.7603
149,96,NORMAL,6.5161,116.7806
149,96,NORMAL,6.4999,116.8057
149,96,NORMAL,6.4977,116.7505
149,96,NORMAL,6.4946,116.7426
149,96,NORMAL,6.4326,117.0477
149,96,NORMAL,6.3359,116.9154
149,96,NORMAL,6.5079,116.7369
149,96,NORMAL,6.4879,116.8169
149,96,NORMAL,6.4866,116.8653
149,96,NORMAL,6.5033,116.8728
149,96,NORMAL,6.4745,116.8573
149,96,NORMAL,6.519,116.7491
149,96,NORMAL,6.5221,116.7495
149,96,NORMAL,6.4955,116.7477
149,96,NORMAL,6.4989,116.7438
149,96,NORMAL,6.5815,116.7182
149,96,NORMAL,6.5083,116.822
149,96,NORMAL,6.4763,116.8437
149,96,NORMAL,6.5815,116.7182
149,96,NORMAL,6.4693,116.7989
149,96,NORMAL,6.5014,116.7202
149,96,NORMAL,6.5194,116.8234
149,96,NORMAL,6.5105,116.6829
149,96,NORMAL,6.5199,116.8648
149,96,NORMAL,6.4872,116.7992
149,96,NORMAL,6.4815,116.8057
149,96,NORMAL,6.4674,116.8417
149,96,NORMAL,6.4806,116.7887
149,96,NORMAL,6.4716,116.7751
149,96,NORMAL,6.5231,116.7534
309.6,72,5,5.9548,117.3547
309.6,72,5,5.9081,117.346
309.6,72,5,5.9104,117.3596
309.6,72,5,5.929,117.3297
309.6,72,5,5.8779,117.379
309.6,72,5,5.8003,117.705
70,3,NORMAL,5.768,117.71
70,3,NORMAL,5.7305,117.8244
40,1,NORMAL,1.499,110.3777
101.5,72,NORMAL,2.5092,112.0739
72,72,NORMAL,2.5819,112.4256
129,3,15,4.7473,115.0054
97,3,NORMAL,4.7365,115.0014
97,3,NORMAL,4.7592,115.008
97,3,NORMAL,4.7125,115.0106
97,3,NORMAL,4.7316,114.8291
58,3,NORMAL,1.5141,110.3307
46,3,NORMAL,1.496,110.3198
226.5,72,NORMAL,1.4986,110.3101
13.5,3,NORMAL,4.4558,113.9991
52.5,3,NORMAL,4.4945,113.9965
18,3,NORMAL,4.4791,114.0404
44.5,3,NORMAL,4.4863,114.0089
42,3,NORMAL,4.4866,114.0053
146.5,72,NORMAL,4.4869,114.0032
146.5,72,NORMAL,4.4847,114.0093
67.5,72,NORMAL,4.4831,114.0044
146.5,72,NORMAL,4.47488,114.0467
146.5,72,NORMAL,4.50035,114.0221
146.5,72,NORMAL,4.50137,114.0329
146.5,72,NORMAL,4.4897,114.0263
165.5,72,3,1.2738,111.5487
78,72,NORMAL,1.8873,111.3015
226.5,72,NORMAL,1.15742,110.5711
226.5,72,NORMAL,1.16502,110.5763
226.5,72,NORMAL,1.4986,110.3101
118.5,3,2,1.467,110.3302
98,3,NORMAL,1.5221,110.3388
250.5,72,NORMAL,1.5712,110.3424
398,48,14,1.559,110.3677
188.5,72,NORMAL,1.5941,110.3355
139,2,18,1.5304,110.3379
223.5,24,3,1.5625,110.3526
16,24,NORMAL,1.523,110.3441
3.5,3,NORMAL,1.5083,110.351
205.5,72,NORMAL,1.5439,110.3376
3.5,3,NORMAL,1.5356,110.3419
31,1,NORMAL,1.5253,110.3592
188.5,72,NORMAL,1.5538,110.2401
188.5,72,NORMAL,1.5726,110.3111
3.5,3,NORMAL,1.4743,110.3248
3.5,3,NORMAL,1.5583,110.3892
188.5,72,NORMAL,1.5538,110.2401
3.5,3,NORMAL,1.5756,110.2606
232,72,NORMAL,1.5769,110.3376
228,72,NORMAL,1.5737,110.3114
188.5,72,NORMAL,1.5631,110.3371
250.5,72,NORMAL,1.5611,110.3796
3.5,3,NORMAL,1.5669,110.3221
3.5,3,NORMAL,1.5066,110.2452
31,1,NORMAL,2.132,111.5254
31,1,NORMAL,2.1328,111.5206
31,1,NORMAL,2.1311,111.5228
20.5,3,NORMAL,2.1361,111.5091
18,3,NORMAL,2.122,111.534
4.5,3,NORMAL,1.6708,109.8528
7,3,NORMAL,1.6675,109.8519
8,3,NORMAL,1.6742,109.8597
356,48,6,1.6533,109.8636
278,72,NORMAL,1.2937,110.2796
69.5,3,NORMAL,1.363,110.3208
69.5,3,NORMAL,1.3633,110.3215
69.5,3,NORMAL,1.3636,110.3216
69.5,3,NORMAL,1.2637,110.321
59.5,72,NORMAL,1.2438,110.6393
226.5,72,NORMAL,2.6724,111.5607
139.5,72,NORMAL,2.6357,111.5126
139.5,72,NORMAL,2.6692,111.5404
139.5,72,NORMAL,2.5642,111.4602
14,3,NORMAL,2.5609,111.4592
14,3,NORMAL,2.5426,111.4405
14,3,NORMAL,2.6886,111.9361
14,3,NORMAL,2.7143,111.919
14,3,NORMAL,2.7113,111.92
14,3,NORMAL,2.7719,111.9376
14,3,NORMAL,2.8206,111.8932
14,3,NORMAL,2.747,111.9419
14,3,NORMAL,2.7481,111.9389
189.5,72,NORMAL,2.7914,112.203
281.5,72,8,2.9023,112.1252
281.5,72,8,2.9016,112.0989
281.5,72,8,2.8996,112.1025
281.5,72,8,2.9117,112.1092
189.5,72,NORMAL,2.9044,112.0989
189.5,72,NORMAL,2.8947,112.1016
189.5,72,NORMAL,2.7914,112.203
281.5,72,8,2.9023,112.1252
281.5,72,8,2.9016,112.0989
281.5,72,8,2.8996,112.1025
281.5,72,8,2.9117,112.1092
281.5,72,8,2.8998,112.0606
281.5,72,8,2.8908,112.1011
281.5,72,8,2.6755,111.5339
368.5,48,46,2.6717,111.5361
226.5,72,NORMAL,2.6701,111.5366
226.5,72,NORMAL,2.6814,111.5308
226.5,72,NORMAL,2.6724,111.5607
226.5,72,NORMAL,2.6406,111.5365
226.5,72,NORMAL,2.65061,111.5214
226.5,72,NORMAL,2.6551,111.5274
226.5,72,NORMAL,2.6761,111.5091
226.5,72,NORMAL,2.6537,111.5379
226.5,72,NORMAL,2.6717,111.5424
226.5,72,NORMAL,2.6773,111.5326
226.5,72,NORMAL,2.7421,111.5141
226.5,72,NORMAL,2.5456,111.4452
226.5,72,NORMAL,2.5381,111.4394
226.5,72,NORMAL,2.4839,111.5192
226.5,72,NORMAL,2.4822,111.5171
226.5,72,NORMAL,2.7135,111.3769
226.5,72,NORMAL,1.4986,110.3101
250.5,72,NORMAL,1.5712,110.3424
398,48,14,1.559,110.3677
223.5,24,3,1.5625,110.3526
16,24,NORMAL,1.523,110.3441
205.5,72,NORMAL,1.5439,110.3376
250.5,72,NORMAL,1.5564,110.3159
269,24,6,1.5538,110.311
228,72,NORMAL,1.5737,110.3114
232,72,NORMAL,1.5769,110.3376
188.5,72,NORMAL,1.5631,110.3371
188.5,72,NORMAL,1.5588,110.344
188.5,72,NORMAL,1.5941,110.3355
188.5,72,NORMAL,1.5613,110.3743
188.5,72,NORMAL,1.5085,110.2966
250.5,72,NORMAL,1.5608,110.3142
188.5,72,NORMAL,1.5499,110.3264
188.5,72,NORMAL,1.554,110.3163
58,3,NORMAL,1.5141,110.3307
188.5,72,NORMAL,1.5477,110.3168
188.5,72,NORMAL,1.5538,110.2401
188.5,72,NORMAL,1.5726,110.3111
250.5,72,NORMAL,1.5611,110.3796
188.5,72,NORMAL,1.5486,110.3153
188.5,72,NORMAL,1.1477,110.5717
146.5,72,NORMAL,1.1476,110.5717
70,72,NORMAL,1.6808,110.3264
225.5,48,3,1.3561,110.3249
165.5,72,3,1.2738,111.5487
188.5,72,NORMAL,1.2726,111.548
188.5,72,NORMAL,1.1392,110.5646
17,3,NORMAL,1.2272,111.4841
188,72,NORMAL,1.4187,110.1804
250,72,NORMAL,1.4365,110.1473
182.5,72,NORMAL,1.5187,110.1554
182.5,72,NORMAL,1.5047,110.1502
182.5,72,NORMAL,1.508,110.1935
182.5,72,NORMAL,1.4947,110.1804
127.5,72,NORMAL,1.4365,110.2312
173.5,72,NORMAL,1.3646,110.6495
4.5,3,NORMAL,1.6708,109.8528
8,3,NORMAL,1.6742,109.8597
356,48,6,1.6533,109.8636
356,48,6,1.6642,109.8539
180.5,72,NORMAL,1.3879,109.9841
189,72,NORMAL,1.3658,110.086
189,72,NORMAL,1.3416,110.0422
189,72,NORMAL,1.3532,110.0668
189,72,NORMAL,1.3264,110.0047
189,72,NORMAL,1.3989,110.1146
189,72,NORMAL,1.3762,110.128
189,72,NORMAL,1.3813,110.1082
189,72,NORMAL,1.3524,110.1161
189,72,NORMAL,1.4897,109.9236
55,3,NORMAL,1.42215,110.45
55,3,NORMAL,1.3492,110.5373
430,48,15,1.5091,110.2717
398,48,14,1.559,110.3677
343.5,48,7,1.5604,110.334
250.5,72,NORMAL,1.5608,110.3142
473.5,48,36,1.5476,110.3555
376,48,10,1.5599,110.3307
415,13,13,1.5576,110.3349
250.5,72,NORMAL,1.5614,110.3342
250.5,72,NORMAL,1.5618,110.3316
250.5,72,NORMAL,1.5672,110.333
250.5,72,NORMAL,1.5292,110.347
250.5,72,NORMAL,1.5604,110.3624
250.5,72,NORMAL,1.5593,110.3464
250.5,72,NORMAL,1.5274,110.2884
250.5,72,NORMAL,1.5346,110.3289
250.5,72,NORMAL,1.5601,110.343
250.5,72,NORMAL,1.5023,110.2694
250.5,72,NORMAL,1.5538,110.3354
250.5,72,NORMAL,1.5608,110.3142
58,3,NORMAL,1.5141,110.3307
250.5,72,NORMAL,1.537,110.3164
31,1,NORMAL,1.5253,110.3592
250.5,72,NORMAL,1.5409,110.381
250.5,72,NORMAL,1.5564,110.3159
58,3,NORMAL,1.5487,110.3608
58,3,NORMAL,1.5487,110.3608
250.5,72,NORMAL,1.5712,110.3424
250.5,72,NORMAL,1.5611,110.3796
250.5,72,NORMAL,1.5503,110.3176
250.5,72,NORMAL,1.5425,110.3065
250.5,72,NORMAL,1.5544,110.3168
250.5,72,NORMAL,1.6061,110.5034
239.5,72,NORMAL,1.6098,110.4954
4.5,3,NORMAL,1.4051,110.2039
4.5,3,NORMAL,1.6708,109.8528
8,3,NORMAL,1.6742,109.8597
356,48,6,1.6533,109.8636
356,48,6,1.6642,109.8539
356,48,6,1.4209,110.1513
322,48,3,1.4022,110.1286
112,72,NORMAL,1.423,110.1486
112,72,NORMAL,1.4564,110.1612
112,72,NORMAL,1.4516,110.1833
112,72,NORMAL,1.3459,111.1686
55.5,3,NORMAL,1.6328,111.2962
17,3,NORMAL,1.2272,111.4841
173,72,NORMAL,1.2461,111.4589
173,72,NORMAL,1.2365,111.4708
173,72,NORMAL,1.9182,111.1599
130,72,NORMAL,1.9125,111.1569
148,72,NORMAL,1.66,111.0418
148,72,NORMAL,1.6764,111.0979
148,72,NORMAL,1.2713,110.3612
97.5,72,NORMAL,0.9876,110.6047
146.5,72,NORMAL,1.1049,110.5137
133,72,NORMAL,1.1019,110.5077
222,72,6,1.2198,110.6274
188.5,72,3,1.1281,110.5463
262,48,2,1.5658,110.5794
302,48,15,1.4834,110.7282
222,72,6,1.5478,110.5193
172.5,72,NORMAL,1.5283,110.6825
172.5,72,NORMAL,1.5277,110.6673
172.5,72,NORMAL,1.4608,110.6938
172.5,72,NORMAL,1.4895,110.7004
244.5,48,5,1.5038,110.7147
172.5,72,NORMAL,1.3867,110.7628
142,72,NORMAL,1.3701,110.7867
172.5,72,NORMAL,1.2401,110.6888
172.5,72,NORMAL,1.4488,110.7136
172.5,72,NORMAL,1.4715,110.7587
343.5,48,6,1.4641,110.4166
263,3,124,1.4671,110.4179
172.5,72,NORMAL,1.8874,111.2486
77,72,NORMAL,2.3846,113.35
5.5,72,NORMAL,3.026,113.9124
42,72,NORMAL,3.1055,113.9315
77,72,NORMAL,2.3846,113.35
74.5,72,NORMAL,2.2765,113.0921
27,72,NORMAL,2.284,113.1301
27,72,NORMAL,3.161,115.1828
89,72,NORMAL,3.6813,113.9019
101.5,72,NORMAL,2.5092,112.0739
142.5,2,74,2.3058,112.1945
185,72,NORMAL,2.5221,112.3228
142.5,2,74,2.3118,112.1932
166,72,NORMAL,4.0291,114.8029
32,72,NORMAL,4.0337,114.8011
185,72,NORMAL,3.9497,114.5423
80.5,72,NORMAL,3.9861,114.6321
47,72,NORMAL,3.9493,114.5424
142.5,2,74,2.3058,112.1945
185,72,NORMAL,2.5221,112.3228
142.5,2,74,2.3118,112.1932
72,72,NORMAL,2.5819,112.4256
65.5,72,NORMAL,2.4398,112.3182
97,72,NORMAL,2.6211,112.9701
120.5,72,NORMAL,2.5444,113.0338
411.5,72,12,2.9029,112.0826
123,72,NORMAL,2.8801,112.1478
123,72,NORMAL,2.8819,111.9687
123,72,NORMAL,2.8968,112.0796
65.5,72,NORMAL,2.4398,112.3182
101.5,72,NORMAL,2.5092,112.0739
41,72,NORMAL,2.417,112.1181
180.5,72,NORMAL,1.3879,109.9841
125.5,72,NORMAL,1.2873,110.4878
119,72,NORMAL,1.3083,110.4936
90,72,NORMAL,1.1636,110.2527
125.5,72,NORMAL,1.2691,110.4649
183,72,NORMAL,1.3176,110.5482
150,72,NORMAL,1.3552,110.5414
7,3,NORMAL,2.6845,112.5044
335,24,15,1.6885,109.8585
142,72,NORMAL,1.3701,110.7867
234,72,18,1.6701,109.8533
234,72,18,1.6679,109.8521
0.5,1,NORMAL,1.6733,109.8561
234,72,18,1.6743,109.8627
234,72,18,1.658,109.8592
0.5,1,NORMAL,1.6592,109.8616
142,72,NORMAL,1.3865,110.7634
61,72,NORMAL,1.1656,110.5757
70,72,NORMAL,1.1583,110.5719
25.5,72,NORMAL,1.5173,110.9437
142,72,NORMAL,1.5431,110.8591
22.5,72,NORMAL,2.0031,112.6015
7,3,NORMAL,2.6845,112.5044
146,48,NORMAL,2.2256,111.8326
146,48,NORMAL,2.2256,111.8326
146,48,NORMAL,2.2311,111.8373
146,48,NORMAL,2.2631,111.8114
64,3,NORMAL,2.733,111.8561
146,48,NORMAL,2.6715,112.7069
146,48,NORMAL,2.0158,112.9291
10.5,72,NORMAL,2.0181,112.9294
10.5,72,NORMAL,2.0031,112.9347
10.5,72,NORMAL,2.0111,112.5507
10.5,72,NORMAL,2.0103,113.0271
106.5,3,NORMAL,2.2698,111.8625
10.5,72,NORMAL,2.2699,111.8618
35,72,NORMAL,2.2694,111.8632
106.5,3,NORMAL,2.2747,111.8636
10.5,72,NORMAL,2.2721,111.8629
10.5,72,NORMAL,2.2732,111.8661
10.5,72,NORMAL,2.2801,111.8709
10.5,72,NORMAL,2.2985,111.839
65.5,72,NORMAL,2.2962,111.8378
65.5,72,NORMAL,2.296,111.8315
65.5,72,NORMAL,2.2958,111.834
65.5,72,NORMAL,2.2977,111.836
65.5,72,NORMAL,2.3042,111.8247
65.5,72,NORMAL,2.2973,111.8319
65.5,72,NORMAL,2.285,111.8376
65.5,72,NORMAL,2.3023,111.8242
65.5,72,NORMAL,2.2831,111.8378
65.5,72,NORMAL,2.2835,111.8382
65.5,72,NORMAL,2.2833,111.8366
65.5,72,NORMAL,2.3173,111.8513
65.5,72,NORMAL,2.318,111.8519
65.5,72,NORMAL,2.3173,111.8528
65.5,72,NORMAL,2.3155,111.8548
65.5,72,NORMAL,2.3204,111.8505
65.5,72,NORMAL,2.2381,111.8861
65.5,72,NORMAL,2.2376,111.8852
65.5,72,NORMAL,2.4398,112.3182
30,72,NORMAL,2.3034,111.9087
64,3,NORMAL,2.733,111.8561
38.5,72,NORMAL,2.736,112.6699
38.5,72,NORMAL,2.716,112.6699
38.5,72,NORMAL,2.4184,112.2118
58.5,3,NORMAL,2.2354,111.8878
205.5,24,12,1.1578,110.5712
85.5,72,NORMAL,1.1657,110.5737
85.5,72,NORMAL,1.1528,110.5778
85.5,72,NORMAL,1.1411,110.5166
148.5,48,NORMAL,0.985,110.4381
148.5,48,NORMAL,1.1599,110.5522
205.5,24,15,1.1087,110.4848
148.5,72,NORMAL,1.1028,110.5092
148.5,72,NORMAL,1.1051,110.5134
148.5,72,NORMAL,1.0997,110.5097
148.5,72,NORMAL,1.1369,110.554
90,72,NORMAL,1.1349,110.6034
90,72,NORMAL,1.1411,110.5622
90,72,NORMAL,1.1486,110.5709
90,72,NORMAL,1.1262,110.5449
90,72,NORMAL,1.1084,110.5522
90,72,NORMAL,1.1636,110.2527
106,3,2,1.5437,110.3411
228,72,NORMAL,1.608,110.225
114.5,3,3,1.5598,110.3683
228,72,NORMAL,1.4036,110.1949
228,72,NORMAL,1.5434,110.6114
244.5,48,5,1.5437,110.6124
244.5,48,5,1.5038,110.7147
244.5,48,5,1.5242,110.8313
244.5,48,5,1.5083,110.8296
142,72,NORMAL,1.5431,110.8591
244.5,48,5,1.4114,110.6588
173.5,72,NORMAL,1.4105,110.6696
173.5,72,NORMAL,1.4748,110.7862
173.5,72,NORMAL,1.4014,110.7481
173.5,72,NORMAL,1.3646,110.6495
335,72,3,1.3385,110.7012
335,72,3,1.4383,110.5397
294,96,NORMAL,1.4389,110.5006
354,48,38,1.4362,110.4981
354,48,38,1.3932,110.7541
142,72,NORMAL,1.3865,110.7634
142,72,NORMAL,1.5431,110.8591
142,72,NORMAL,1.45,110.875
142,72,NORMAL,1.3701,110.7867
142,72,NORMAL,1.4744,110.1717
171.5,72,NORMAL,1.5173,110.1501
171.5,72,NORMAL,1.4928,110.1844
171.5,72,NORMAL,1.4485,110.1935
171.5,72,NORMAL,1.2729,110.7467
208.5,48,2,1.266,110.4147
208.5,48,2,1.3177,110.5481
263,3,124,1.4544,110.472
7,3,NORMAL,1.4668,110.4911
7,3,NORMAL,1.471,110.4878
7,3,NORMAL,2.6845,112.5044
7,3,NORMAL,1.4903,109.9235
115,72,NORMAL,1.7993,109.7466
115,72,NORMAL,1.7993,109.7466
146,72,NORMAL,2.2689,111.8628
146,72,NORMAL,2.5079,112.0722
146,72,NORMAL,2.5101,112.0736
146,72,NORMAL,2.5096,112.0744
59.5,3,NORMAL,1.766,109.8351
66,3,NORMAL,1.6921,109.8552
30,72,NORMAL,1.673,109.8454
335,24,15,1.6885,109.8585
30,72,NORMAL,2.3034,111.9087
35,72,NORMAL,2.2694,111.8632
106.5,3,NORMAL,2.2698,111.8625
106.5,3,NORMAL,2.2747,111.8636
106.5,3,NORMAL,1.8354,109.7054
115,72,NORMAL,1.7993,109.7466
115,72,NORMAL,1.7993,109.7466
115,72,NORMAL,2.236,111.8563
75,3,NORMAL,2.5476,111.8557
41,3,NORMAL,2.3601,111.8553
75,3,NORMAL,2.3601,111.8556
75,3,NORMAL,2.361,111.8558
75,3,NORMAL,2.3579,111.8525
75,3,NORMAL,2.3547,111.8556
75,3,NORMAL,2.3544,111.8564
75,3,NORMAL,2.3571,111.8562
75,3,NORMAL,2.3571,111.8574
75,3,NORMAL,2.3583,111.8541
75,3,NORMAL,2.3408,111.9718
75,3,NORMAL,4.789,115.0012
94,72,NORMAL,4.7772,115.004
94,72,NORMAL,4.6465,115.0122
94,72,NORMAL,4.6049,114.8657
136,3,14,4.5061,114.8673
136,3,14,1.4831,114.9161
136,3,14,1.3589,110.3227
