nilai_hujan_max,tempoh_hujan,tempoh_ulang,kedalaman_banjir,distance
117,2,39,0.3,1581.076662
117,2,39,0.3,1594.16099
117,2,39,0.3,1575.839496
117,2,39,0.3,1589.855077
117,2,39,0.3,1582.286523
117,2,39,0.3,1584.791974
117,2,39,0.3,1591.026851
117,2,39,0.3,1592.787275
117,2,39,0.3,1590.343598
117,2,39,0.3,1586.665975
117,2,39,0.3,653.0048873
117,2,39,0.3,662.5830253
117,2,39,0.3,587.7094904
117,2,39,0.3,682.3982546
117,2,39,0.3,553.0725863
117,2,39,0.3,618.7250449
117,2,39,0.3,752.0241099
117,2,39,0.3,641.6376155
117,2,39,0.3,626.1664884
117,2,39,0.3,723.6589069
117,2,39,0.3,746.8666818
117,2,39,0.3,662.70771
117,2,39,0.3,603.2976803
117,2,39,0.3,632.373466
117,2,39,0.3,599.6989159
117,2,39,0.3,596.046252
117,2,39,0.3,1591.396027
117,2,39,0.3,1585.153377
117,2,39,0.3,1585.010085
117,2,39,0.3,1587.664168
117,2,39,0.3,1585.285785
117,2,39,0.3,1585.088139
117,2,39,0.3,1577.632025
117,2,39,0.3,1581.344485
117,2,39,0.3,1581.561789
117,2,39,0.3,1592.236669
117,2,39,0.3,1581.755402
117,2,39,0.3,1577.942618
117,2,39,0.3,1591.458713
117,2,39,0.3,1583.80538
117,2,39,0.3,1585.096682
117,2,39,0.3,1589.888898
117,2,39,0.3,1585.549782
117,2,39,0.3,1577.853647
117,2,39,0.3,1585.53597
117,2,39,0.3,1593.320525
117,2,39,0.3,1587.253284
117,2,39,0.3,1593.045055
117,2,39,0.3,1591.284514
117,2,39,0.3,1590.115877
117,2,39,0.3,1583.269409
117,2,39,0.3,1579.062773
117,2,39,0.3,1588.435904
117,2,39,0.3,1584.75562
117,2,39,0.3,1590.256411
117,2,39,0.3,1593.76485
117,2,39,0.3,1581.0314
117,2,39,0.3,1582.364632
117,2,39,0.3,1581.112389
117,2,39,0.3,1587.932387
117,2,39,0.3,1593.751234
117,2,39,0.3,1590.708051
117,2,39,0.3,1592.177253
117,2,39,0.3,1590.6229
117,2,39,0.3,1584.055546
117,2,39,0.3,1592.098895
117,2,39,0.3,1580.454498
117,2,39,0.3,1586.625238
117,2,39,0.3,1583.899601
117,2,39,0.3,1589.464487
117,2,39,0.3,1588.230578
117,2,39,0.3,1581.130322
117,2,39,0.3,1588.92336
117,2,39,0.3,1583.82515
117,2,39,0.3,1583.170537
117,2,39,0.3,1584.044314
117,2,39,0.3,1579.065995
117,2,39,0.3,1583.66789
117,2,39,0.3,1582.110713
117,2,39,0.3,1592.308531
117,2,39,0.3,1589.01731
117,2,39,0.3,1581.914926
117,2,39,0.3,1583.261224
117,2,39,0.3,1581.943141
117,2,39,0.3,1583.745329
117,2,39,0.3,1585.581695
117,2,39,0.3,1585.964992
117,2,39,0.3,1589.536395
117,2,39,0.3,1583.845257
117,2,39,0.3,1593.614906
117,2,39,0.3,1579.466328
117,2,39,0.3,1593.432508
117,2,39,0.3,1578.685106
117,2,39,0.3,1585.787312
117,2,39,0.3,1581.840802
117,2,39,0.3,1591.785242
117,2,39,0.3,1579.151916
117,2,39,0.3,1578.164231
117,2,39,0.3,1586.285823
117,2,39,0.3,1582.442306
117,2,39,0.3,1582.283774
117,2,39,0.3,1595.071221
117,2,39,0.3,1578.647563
117,2,39,0.3,1589.563348
117,2,39,0.3,1591.369414
117,2,39,0.3,1579.542644
117,2,39,0.3,1584.070752
117,2,39,0.3,1581.20254
117,2,39,0.3,1577.598503
117,2,39,0.3,1593.918322
117,2,39,0.3,1581.460858
117,2,39,0.3,1587.904155
117,2,39,0.3,1589.938354
117,2,39,0.3,1578.744856
117,2,39,0.3,1592.75749
117,2,39,0.3,1593.104858
117,2,39,0.3,1594.560519
117,2,39,0.3,1580.676266
117,2,39,0.3,1597.555338
117,2,39,0.3,1579.934434
117,2,39,0.3,1593.250221
117,2,39,0.3,1582.72587
117,2,39,0.3,1580.448157
117,2,39,0.3,1591.984964
117,2,39,0.3,1587.17293
117,2,39,0.3,1595.030067
117,2,39,0.3,1591.941284
117,2,39,0.3,1589.515502
117,2,39,0.3,1589.578715
117,2,39,0.3,1591.694329
117,2,39,0.3,1589.991814
117,2,39,0.3,1579.839542
117,2,39,0.3,1588.699014
117,2,39,0.3,1592.741147
117,2,39,0.3,1591.781849
117,2,39,0.3,1582.054397
117,2,39,0.3,1585.151186
117,2,39,0.3,1582.464507
117,2,39,0.3,1581.389781
117,2,39,0.3,1580.378731
117,2,39,0.3,1587.097542
117,2,39,0.3,1589.29937
117,2,39,0.3,1592.15753
117,2,39,0.3,1581.99766
117,2,39,0.3,1586.838959
117,2,39,0.3,1583.01809
117,2,39,0.3,1590.513584
117,2,39,0.3,1584.428948
117,2,39,0.3,1588.178956
117,2,39,0.3,1580.459056
117,2,39,0.3,1580.763663
117,2,39,0.3,1583.252476
117,2,39,0.3,1582.190566
117,2,39,0.3,1590.923839
117,2,39,0.3,1576.908273
117,2,39,0.3,1587.87827
117,2,39,0.3,1592.125509
117,2,39,0.3,1586.11769
117,2,39,0.3,1577.26683
117,2,39,0.3,1586.404904
117,2,39,0.3,1582.884339
117,2,39,0.3,1592.722022
117,2,39,0.3,1584.919407
117,2,39,0.3,1597.114345
117,2,39,0.3,1594.398657
117,2,39,0.3,1581.105733
117,2,39,0.3,1580.341149
117,2,39,0.3,1587.008477
117,2,39,0.3,1587.541723
117,2,39,0.3,1590.161981
117,2,39,0.3,1580.728166
117,2,39,0.3,1593.767143
117,2,39,0.3,1580.950815
117,2,39,0.3,1597.343942
117,2,39,0.3,1579.571647
117,2,39,0.3,1588.999394
117,2,39,0.3,1595.001186
117,2,39,0.3,1592.174082
117,2,39,0.3,1590.650831
117,2,39,0.3,1592.348894
117,2,39,0.3,1581.590416
117,2,39,0.3,1584.164524
117,2,39,0.3,1588.599438
117,2,39,0.3,1586.931567
117,2,39,0.3,1595.66494
117,2,39,0.3,1591.778232
117,2,39,0.3,1583.084629
117,2,39,0.3,1589.241585
117,2,39,0.3,1587.548714
117,2,39,0.3,1582.224448
117,2,39,0.3,1590.004935
117,2,39,0.3,1596.984008
117,2,39,0.3,1585.424122
117,2,39,0.3,1591.717606
117,2,39,0.3,1582.610513
117,2,39,0.3,1583.351581
117,2,39,0.3,1596.6481
117,2,39,0.3,1582.454055
117,2,39,0.3,1588.347759
117,2,39,0.3,1584.36935
117,2,39,0.3,1586.876777
117,2,39,0.3,1580.617149
117,2,39,0.3,1581.129215
117,2,39,0.3,1588.915429
117,2,39,0.3,1583.380313
117,2,39,0.3,1578.708176
117,2,39,0.3,1585.201417
117,2,39,0.3,1592.930784
117,2,39,0.3,1587.507484
117,2,39,0.3,1586.751327
117,2,39,0.3,1594.994846
117,2,39,0.3,1582.452769
117,2,39,0.3,1579.440844
117,2,39,0.3,1597.246315
117,2,39,0.3,1593.309176
117,2,39,0.3,1595.462104
117,2,39,0.3,1596.637996
117,2,39,0.3,1581.076463
117,2,39,0.3,1590.167837
117,2,39,0.3,1583.796069
117,2,39,0.3,1593.775808
117,2,39,0.3,1581.885994
117,2,39,0.3,1588.29984
117,2,39,0.3,1591.956745
117,2,39,0.3,1593.921695
117,2,39,0.3,1582.258257
117,2,39,0.3,1595.938152
117,2,39,0.3,1580.623169
117,2,39,0.3,1587.844528
117,2,39,0.3,1579.687678
117,2,39,0.3,1590.881128
117,2,39,0.3,1585.172797
117,2,39,0.3,1578.933227
117,2,39,0.3,1586.732626
117,2,39,0.3,1588.934846
117,2,39,0.3,1596.368263
117,2,39,0.3,1579.69495
117,2,39,0.3,1582.881901
117,2,39,0.3,1588.53981
117,2,39,0.3,1590.9421
117,2,39,0.3,1582.332648
117,2,39,0.3,1579.49668
117,2,39,0.3,588.3417306
117,2,39,0.3,592.0365775
117,2,39,0.3,679.6366913
117,2,39,0.3,667.4668127
117,2,39,0.3,757.6146588
117,2,39,0.3,740.1038162
117,2,39,0.3,632.0950647
117,2,39,0.3,578.7416856
117,2,39,0.3,1590.856553
117,2,39,0.3,1591.07055
117,2,39,0.3,1593.826182
117,2,39,0.3,1591.288769
117,2,39,0.3,1587.088762
117,2,39,0.3,1585.476133
117,2,39,0.3,1585.34922
117,2,39,0.3,1579.423635
117,2,39,0.3,632.9398382
117,2,39,0.3,618.5717288
117,2,39,0.3,622.9345451
117,2,39,0.3,556.1575275
117,2,39,0.3,687.7663883
117,2,39,0.3,632.9604092
117,2,39,0.3,606.9865901
117,2,39,0.3,619.5198839
117,2,39,0.3,1589.124904
117,2,39,0.3,1588.755819
117,2,39,0.3,1595.548161
117,2,39,0.3,1592.97457
117,2,39,0.3,1592.105248
117,2,39,0.3,1592.245074
117,2,39,0.3,1587.47497
117,2,39,0.3,1592.684052
117,2,39,0.3,638.0547179
117,2,39,0.3,654.5312403
117,2,39,0.3,573.6103516
117,2,39,0.3,729.481364
117,2,39,0.3,653.0315296
117,2,39,0.3,683.1308062
117,2,39,0.3,537.021298
117,2,39,0.3,524.7630414
117,2,39,0.3,1584.094541
117,2,39,0.3,1591.493615
117,2,39,0.3,1586.125689
117,2,39,0.3,1582.138536
117,2,39,0.3,1583.931481
117,2,39,0.3,1578.737996
117,2,39,0.3,1597.07479
117,2,39,0.3,1592.441206
117,2,39,0.3,1581.311235
117,2,39,0.3,1580.622582
117,2,39,0.3,1583.928939
117,2,39,0.3,1580.219423
117,2,39,0.3,1585.046546
117,2,39,0.3,1585.406036
117,2,39,0.3,1589.592557
117,2,39,0.3,1588.18347
117,2,39,0.3,1584.477126
117,2,39,0.3,1596.30713
117,2,39,0.3,1589.86061
117,2,39,0.3,1585.679899
117,2,39,0.3,1580.777574
117,2,39,0.3,1593.754261
117,2,39,0.3,1595.350065
117,2,39,0.3,1591.251611
117,2,39,0.3,1586.823449
117,2,39,0.3,1591.074457
117,2,39,0.3,1597.307241
117,2,39,0.3,1584.375861
117,2,39,0.3,1583.145541
117,2,39,0.3,1579.270192
117,2,39,0.3,1593.102303
117,2,39,0.3,1581.953557
117,2,39,0.3,1589.294166
117,2,39,0.3,1594.544608
117,2,39,0.3,1579.763087
117,2,39,0.3,1595.107144
117,2,39,0.3,1583.085377
117,2,39,0.3,1598.114994
117,2,39,0.3,1595.836581
117,2,39,0.3,1583.12882
117,2,39,0.3,1587.803683
117,2,39,0.3,1579.379791
117,2,39,0.3,1585.141105
117,2,39,0.3,1583.974813
117,2,39,0.3,1592.944482
117,2,39,0.3,1585.999125
117,2,39,0.3,1583.559752
117,2,39,0.3,1594.777634
117,2,39,0.3,624.4458928
117,2,39,0.3,608.6677395
117,2,39,0.3,568.5530502
117,2,39,0.3,697.0695153
117,2,39,0.3,590.6890312
117,2,39,0.3,658.5140754
117,2,39,0.3,687.783484
117,2,39,0.3,660.0404239
117,2,39,0.3,1579.561398
117,2,39,0.3,1588.080179
117,2,39,0.3,1584.397999
117,2,39,0.3,1588.593517
117,2,39,0.3,1584.764956
117,2,39,0.3,1590.149651
117,2,39,0.3,1580.714323
117,2,39,0.3,1596.851928
117,2,39,0.3,1593.719589
117,2,39,0.3,1583.897837
117,2,39,0.3,1589.040916
117,2,39,0.3,1586.045387
117,2,39,0.3,1582.465286
117,2,39,0.3,1583.371161
117,2,39,0.3,1593.098799
117,2,39,0.3,1584.761447
117,2,39,0.3,671.0819706
128,1,62,0.3,797.3685732
128,1,62,0.3,797.2359602
117,2,39,0.3,674.5901361
117,2,39,0.3,528.897087
117,2,39,0.3,654.4199705
117,2,39,0.3,716.8586708
117,2,39,0.3,610.9457429
117,2,39,0.3,685.1797674
117,2,39,0.3,583.2088981
117,2,39,0.3,713.9533726
117,2,39,0.3,694.4700049
117,2,39,0.3,667.8320522
117,2,39,0.3,520.7486833
117,2,39,0.3,703.4362353
117,2,39,0.3,573.4586888
117,2,39,0.3,673.3872626
117,2,39,0.3,706.8581578
117,2,39,0.3,593.5318529
117,2,39,0.3,739.6800763
117,2,39,0.3,674.1721867
117,2,39,0.3,560.7127887
117,2,39,0.3,692.6143782
117,2,39,0.3,629.7444917
117,2,39,0.3,1588.008162
117,2,39,0.3,1587.128785
117,2,39,0.3,1579.367413
117,2,39,0.3,1593.138542
117,2,39,0.3,1588.621966
117,2,39,0.3,1587.197145
117,2,39,0.3,1595.649079
117,2,39,0.3,1577.181365
117,2,39,0.3,1583.783339
117,2,39,0.3,1593.12348
117,2,39,0.3,1589.958638
117,2,39,0.3,1588.244313
117,2,39,0.3,1583.572941
117,2,39,0.3,1591.020177
117,2,39,0.3,1585.179278
117,2,39,0.3,1595.372587
117,2,39,0.3,736.5295737
117,2,39,0.3,699.0383124
117,2,39,0.3,721.8978527
117,2,39,0.3,615.4244542
117,2,39,0.3,701.6430141
117,2,39,0.3,705.0254546
117,2,39,0.3,608.3415073
117,2,39,0.3,705.9477886
117,2,39,0.3,715.1179423
117,2,39,0.3,643.7519162
117,2,39,0.3,709.6478367
117,2,39,0.3,642.2046063
117,2,39,0.3,561.006467
117,2,39,0.3,724.0331263
117,2,39,0.3,705.1889367
117,2,39,0.3,662.1070558
117,2,39,0.3,778.9303189
117,2,39,0.3,603.7840685
117,2,39,0.3,643.2720584
117,2,39,0.3,587.90015
117,2,39,0.3,654.5627112
117,2,39,0.3,654.0603712
117,2,39,0.3,570.7278496
117,2,39,0.3,644.3209335
117,2,39,0.3,550.2055874
117,2,39,0.3,658.3450103
117,2,39,0.3,610.4318712
117,2,39,0.3,643.7919576
117,2,39,0.3,567.3685281
117,2,39,0.3,604.6207902
117,2,39,0.3,613.3503784
117,2,39,0.3,629.3305314
117,2,39,0.3,564.6127759
117,2,39,0.3,698.0074706
117,2,39,0.3,661.4070722
117,2,39,0.3,579.6303275
117,2,39,0.3,620.4513638
117,2,39,0.3,623.3992244
117,2,39,0.3,767.3298134
117,2,39,0.3,604.2366742
117,2,39,0.3,641.3304202
117,2,39,0.3,568.0403967
128,1,62,0.3,784.4054603
117,2,39,0.3,641.092978
117,2,39,0.3,647.7308436
117,2,39,0.3,696.7113411
117,2,39,0.3,581.3553355
117,2,39,0.3,726.0270646
117,2,39,0.3,740.5858456
117,2,39,0.3,704.113211
117,2,39,0.3,562.9964892
117,2,39,0.3,708.9868434
117,2,39,0.3,613.2254445
117,2,39,0.3,694.8076052
117,2,39,0.3,555.6082078
117,2,39,0.3,578.9570306
117,2,39,0.3,1588.062484
117,2,39,0.3,1591.089983
117,2,39,0.3,1579.316471
117,2,39,0.3,1583.404865
117,2,39,0.3,1584.922703
117,2,39,0.3,1586.745591
117,2,39,0.3,1594.232432
117,2,39,0.3,1594.211015
117,2,39,0.3,1592.42549
117,2,39,0.3,1580.747046
117,2,39,0.3,1589.073456
117,2,39,0.3,1578.449452
117,2,39,0.3,1592.796139
117,2,39,0.3,1590.071008
117,2,39,0.3,1586.321796
117,2,39,0.3,1577.814112
117,2,39,0.3,1585.51799
117,2,39,0.3,1589.583516
117,2,39,0.3,1583.031786
117,2,39,0.3,1580.77912
117,2,39,0.3,1581.258672
117,2,39,0.3,1586.346537
117,2,39,0.3,1590.115448
117,2,39,0.3,1591.736716
117,2,39,0.3,603.5966107
117,2,39,0.3,605.9501546
117,2,39,0.3,655.2711771
117,2,39,0.3,683.7058186
117,2,39,0.3,648.3334912
117,2,39,0.3,687.7662087
117,2,39,0.3,518.6235646
117,2,39,0.3,710.2794769
117,2,39,0.3,564.7720194
117,2,39,0.3,599.6922182
117,2,39,0.3,608.6795541
117,2,39,0.3,702.6313603
117,2,39,0.3,585.4226798
117,2,39,0.3,774.848543
117,2,39,0.3,618.1566989
117,2,39,0.3,629.666047
117,2,39,0.3,691.8940227
117,2,39,0.3,581.6935457
117,2,39,0.3,733.938094
117,2,39,0.3,634.7380057
117,2,39,0.3,732.3980137
117,2,39,0.3,574.1192332
117,2,39,0.3,559.5001232
117,2,39,0.3,628.7273642
117,2,39,0.3,707.3743567
117,2,39,0.3,665.5142456
117,2,39,0.3,730.0165494
117,2,39,0.3,667.9119479
117,2,39,0.3,711.1012302
117,2,39,0.3,605.5723474
117,2,39,0.3,646.7939364
117,2,39,0.3,612.6700507
117,2,39,0.3,689.8300378
117,2,39,0.3,691.3444748
117,2,39,0.3,704.6566484
117,2,39,0.3,716.7059106
117,2,39,0.3,707.9641216
117,2,39,0.3,663.8579767
117,2,39,0.3,627.1964579
117,2,39,0.3,661.0126535
117,2,39,0.3,632.8313633
117,2,39,0.3,753.3371679
117,2,39,0.3,648.4503854
117,2,39,0.3,764.2772926
117,2,39,0.3,584.0122971
117,2,39,0.3,752.2064054
117,2,39,0.3,764.039999
117,2,39,0.3,618.5858339
117,2,39,0.3,540.0780438
117,2,39,0.3,584.2943565
117,2,39,0.3,715.7442739
117,2,39,0.3,540.7754605
117,2,39,0.3,541.0632075
117,2,39,0.3,559.2830164
117,2,39,0.3,721.7818383
117,2,39,0.3,632.8152058
117,2,39,0.3,1593.523975
117,2,39,0.3,1588.098542
117,2,39,0.3,1590.938711
117,2,39,0.3,1579.188147
117,2,39,0.3,1593.248708
117,2,39,0.3,1588.788362
117,2,39,0.3,1591.219838
117,2,39,0.3,1593.391104
117,2,39,0.3,1589.530638
117,2,39,0.3,1594.438391
117,2,39,0.3,1578.937576
117,2,39,0.3,1585.109501
117,2,39,0.3,1584.141084
117,2,39,0.3,1591.580029
117,2,39,0.3,1584.786192
117,2,39,0.3,1587.737911
117,2,39,0.3,650.8643003
117,2,39,0.3,616.1144344
117,2,39,0.3,731.5489983
117,2,39,0.3,668.2497773
117,2,39,0.3,570.2675836
117,2,39,0.3,600.4528529
117,2,39,0.3,557.9951596
117,2,39,0.3,715.3494654
117,2,39,0.3,1582.059599
117,2,39,0.3,1595.457582
117,2,39,0.3,1587.454421
117,2,39,0.3,1580.243307
117,2,39,0.3,1587.799403
117,2,39,0.3,1581.136717
117,2,39,0.3,1588.536385
117,2,39,0.3,1587.210662
117,2,39,0.3,750.044004
117,2,39,0.3,716.6363833
117,2,39,0.3,549.5848905
117,2,39,0.3,618.887456
117,2,39,0.3,725.8248998
117,2,39,0.3,638.4256779
117,2,39,0.3,618.7701499
117,2,39,0.3,659.7596736
117,2,39,0.3,1582.756713
117,2,39,0.3,1591.967617
117,2,39,0.3,1597.35498
117,2,39,0.3,1590.15981
117,2,39,0.3,1579.413274
117,2,39,0.3,1579.013792
117,2,39,0.3,1585.789303
117,2,39,0.3,1587.884316
117,2,39,0.3,529.7202064
117,2,39,0.3,628.5565737
117,2,39,0.3,672.2302925
117,2,39,0.3,595.7546069
117,2,39,0.3,693.4764733
117,2,39,0.3,724.1352677
117,2,39,0.3,567.7672917
117,2,39,0.3,732.7585177
117,2,39,0.3,1590.418799
117,2,39,0.3,1597.337186
117,2,39,0.3,1590.665098
117,2,39,0.3,1586.221139
117,2,39,0.3,1582.716389
117,2,39,0.3,1585.104514
117,2,39,0.3,1583.980587
117,2,39,0.3,1582.530278
117,2,39,0.3,1584.381036
117,2,39,0.3,1596.731737
117,2,39,0.3,1583.961451
117,2,39,0.3,1579.091489
117,2,39,0.3,1590.287087
117,2,39,0.3,1579.915676
117,2,39,0.3,1581.737641
117,2,39,0.3,1593.895351
117,2,39,0.3,1578.712941
117,2,39,0.3,1598.421807
117,2,39,0.3,1590.699522
117,2,39,0.3,1581.775186
117,2,39,0.3,1581.068467
117,2,39,0.3,1593.538456
117,2,39,0.3,1595.066721
117,2,39,0.3,1581.187201
117,2,39,0.3,1592.38064
117,2,39,0.3,1581.747556
117,2,39,0.3,1579.945185
117,2,39,0.3,1596.464087
117,2,39,0.3,1581.507168
117,2,39,0.3,1591.412184
117,2,39,0.3,1589.266723
117,2,39,0.3,1579.813156
117,2,39,0.3,1582.170832
117,2,39,0.3,1589.069457
117,2,39,0.3,1586.649238
117,2,39,0.3,1596.778297
117,2,39,0.3,1590.866834
117,2,39,0.3,1582.471382
117,2,39,0.3,1582.711589
117,2,39,0.3,1591.180782
117,2,39,0.3,1589.662192
117,2,39,0.3,1587.302938
117,2,39,0.3,1584.216364
117,2,39,0.3,1581.227648
117,2,39,0.3,1596.56127
117,2,39,0.3,1595.607269
117,2,39,0.3,1579.008427
117,2,39,0.3,1591.248959
117,2,39,0.3,1582.151023
117,2,39,0.3,1592.916088
117,2,39,0.3,1581.652069
117,2,39,0.3,1578.272104
117,2,39,0.3,1587.63428
117,2,39,0.3,1587.500779
117,2,39,0.3,1582.144008
117,2,39,0.3,1589.26518
117,2,39,0.3,1591.010846
117,2,39,0.3,1592.799497
117,2,39,0.3,1591.201824
117,2,39,0.3,1592.61236
117,2,39,0.3,1592.342599
117,2,39,0.3,1583.479287
117,2,39,0.3,1577.969146
117,2,39,0.3,1586.630698
117,2,39,0.3,579.3269187
117,2,39,0.3,647.8435682
117,2,39,0.3,611.657082
117,2,39,0.3,717.2952301
117,2,39,0.3,643.7253429
117,2,39,0.3,568.4821382
117,2,39,0.3,676.0507828
117,2,39,0.3,680.3278794
117,2,39,0.3,800.3699837
117,2,39,0.3,648.5977889
117,2,39,0.3,683.707174
117,2,39,0.3,713.1852026
117,2,39,0.3,755.922052
117,2,39,0.3,734.2484368
117,2,39,0.3,605.4389974
117,2,39,0.3,563.2112832
117,2,39,0.3,606.4637228
117,2,39,0.3,666.2191469
117,2,39,0.3,725.5365402
117,2,39,0.3,690.190608
117,2,39,0.3,549.3899
117,2,39,0.3,672.0032905
117,2,39,0.3,739.5262727
117,2,39,0.3,662.2215587
117,2,39,0.3,1584.870958
117,2,39,0.3,1585.216992
117,2,39,0.3,1579.35066
117,2,39,0.3,1586.744299
117,2,39,0.3,1589.08875
117,2,39,0.3,1594.760479
117,2,39,0.3,1582.183078
117,2,39,0.3,1596.032004
117,2,39,0.3,1579.721779
117,2,39,0.3,1586.768428
117,2,39,0.3,1589.471779
117,2,39,0.3,1582.464532
117,2,39,0.3,1582.064307
117,2,39,0.3,1584.094464
117,2,39,0.3,1587.193456
117,2,39,0.3,1577.089066
117,2,39,0.3,603.0016087
117,2,39,0.3,732.9848018
117,2,39,0.3,767.2573029
117,2,39,0.3,670.1851243
117,2,39,0.3,541.4654829
117,2,39,0.3,539.1050208
117,2,39,0.3,691.4487388
117,2,39,0.3,545.7214523
117,2,39,0.3,549.4453909
117,2,39,0.3,674.8838621
117,2,39,0.3,562.5996786
117,2,39,0.3,650.6716977
117,2,39,0.3,540.4382126
117,2,39,0.3,560.8403414
117,2,39,0.3,668.9143287
117,2,39,0.3,663.551384
117,2,39,0.3,569.5338812
117,2,39,0.3,618.2659167
117,2,39,0.3,772.797576
117,2,39,0.3,660.3293113
117,2,39,0.3,647.7181544
117,2,39,0.3,653.0058034
117,2,39,0.3,578.2644212
117,2,39,0.3,581.4416692
117,2,39,0.3,741.3197785
117,2,39,0.3,717.0212094
117,2,39,0.3,754.4532818
117,2,39,0.3,768.5393588
117,2,39,0.3,689.9205924
117,2,39,0.3,690.7025355
117,2,39,0.3,752.4390979
117,2,39,0.3,545.8594777
117,2,39,0.3,734.4510119
117,2,39,0.3,632.3664937
117,2,39,0.3,740.6423603
117,2,39,0.3,721.3484426
117,2,39,0.3,648.3197709
117,2,39,0.3,687.8659012
117,2,39,0.3,684.2750631
117,2,39,0.3,583.5710576
117,2,39,0.3,1585.862473
117,2,39,0.3,1585.259742
117,2,39,0.3,1586.707845
117,2,39,0.3,1579.61064
117,2,39,0.3,1584.135294
117,2,39,0.3,1585.295146
117,2,39,0.3,1590.951377
117,2,39,0.3,1589.634345
117,2,39,0.3,644.6897176
117,2,39,0.3,658.3024976
117,2,39,0.3,676.5299851
117,2,39,0.3,677.1968149
117,2,39,0.3,649.7704118
117,2,39,0.3,658.7266344
117,2,39,0.3,544.4721856
117,2,39,0.3,582.1273353
117,2,39,0.3,667.2155064
117,2,39,0.3,595.3596579
117,2,39,0.3,780.6374021
117,2,39,0.3,668.6905748
117,2,39,0.3,623.8768795
117,2,39,0.3,664.354566
117,2,39,0.3,752.5695345
117,2,39,0.3,753.148474
117,2,39,0.3,704.2518426
117,2,39,0.3,691.4199019
117,2,39,0.3,632.724837
117,2,39,0.3,560.780735
117,2,39,0.3,693.9061442
117,2,39,0.3,676.1357109
117,2,39,0.3,621.1072833
117,2,39,0.3,640.0310611
117,2,39,0.3,725.137141
117,2,39,0.3,646.0923376
117,2,39,0.3,747.3924983
117,2,39,0.3,591.0970825
117,2,39,0.3,708.1694668
117,2,39,0.3,660.7878893
117,2,39,0.3,581.7439018
117,2,39,0.3,630.5345173
117,2,39,0.3,775.8885831
117,2,39,0.3,619.6259503
117,2,39,0.3,628.0704722
117,2,39,0.3,528.013806
117,2,39,0.3,675.7299156
117,2,39,0.3,584.10888
117,2,39,0.3,654.5584865
117,2,39,0.3,645.5192694
117,2,39,0.3,624.5861069
128,1,62,0.3,761.1691919
117,2,39,0.3,623.9179448
117,2,39,0.3,699.2760162
117,2,39,0.3,688.8045565
117,2,39,0.3,602.5967593
117,2,39,0.3,691.5585358
117,2,39,0.3,656.2873614
117,2,39,0.3,697.3685951
117,2,39,0.3,682.9256717
117,2,39,0.3,683.8319789
117,2,39,0.3,729.3551842
117,2,39,0.3,602.5610912
117,2,39,0.3,717.9483407
117,2,39,0.3,545.566358
117,2,39,0.3,641.2364292
117,2,39,0.3,768.9557618
117,2,39,0.3,578.0718793
117,2,39,0.3,636.4089942
117,2,39,0.3,683.8532804
117,2,39,0.3,582.3286762
117,2,39,0.3,624.8520646
117,2,39,0.3,641.7411083
117,2,39,0.3,647.4073761
117,2,39,0.3,636.7605055
117,2,39,0.3,613.1772093
117,2,39,0.3,696.7092273
117,2,39,0.3,597.530221
117,2,39,0.3,717.6462052
117,2,39,0.3,720.5444905
117,2,39,0.3,706.5555453
117,2,39,0.3,696.142367
117,2,39,0.3,1582.138978
117,2,39,0.3,1591.974167
117,2,39,0.3,1592.306723
117,2,39,0.3,1591.623966
117,2,39,0.3,1579.281897
117,2,39,0.3,1584.242629
117,2,39,0.3,1581.350469
117,2,39,0.3,1587.573539
117,2,39,0.3,1580.690458
117,2,39,0.3,1588.426517
117,2,39,0.3,1578.274872
117,2,39,0.3,1585.651162
117,2,39,0.3,1589.559465
117,2,39,0.3,1593.994613
117,2,39,0.3,1593.17729
117,2,39,0.3,1589.096101
117,2,39,0.3,592.261787
117,2,39,0.3,574.2497692
117,2,39,0.3,769.7913822
117,2,39,0.3,730.1285169
117,2,39,0.3,663.3727348
117,2,39,0.3,769.2849335
128,1,62,0.3,763.5683253
117,2,39,0.3,580.8689847
44.5,1,2,0.6,2506.987402
44.5,1,2,0.6,2509.540122
44.5,1,2,0.6,2503.131637
44.5,1,2,0.6,2509.719282
44.5,1,2,0.6,2508.441282
44.5,1,2,0.6,2502.601779
44.5,1,2,0.6,2500.784269
44.5,1,2,0.6,2509.462085
56.5,1,2,0.5,5882.23278
72,2,3,0.3,2246.548435
43,2,2,0.5,3466.349743
81,1,21,0.6,2903.040443
85,3,3,1,2436.139894
93,2,8,0.5,4018.536696
56.5,1,2,0.5,4333.606231
141.5,9,13,1,3858.822766
44.5,1,2,0.6,2512.655581
44.5,1,2,0.6,2509.352285
44.5,1,2,0.6,2511.404866
44.5,1,2,0.6,2502.755416
44.5,1,2,0.6,2507.378785
44.5,1,2,0.6,2501.659858
44.5,1,2,0.6,2510.506999
44.5,1,2,0.6,2511.369338
44.5,1,2,0.6,2511.115247
44.5,1,2,0.6,2507.199435
44.5,1,2,0.6,2503.692363
44.5,1,2,0.6,2502.129209
44.5,1,2,0.6,2507.060833
44.5,1,2,0.6,2509.174734
44.5,1,2,0.6,2511.121867
44.5,1,2,0.6,2506.017998
44.5,1,2,0.6,2507.661356
44.5,1,2,0.6,2503.472895
44.5,1,2,0.6,2513.310565
44.5,1,2,0.6,2506.700967
