nilai_hujan_max,tempoh_hujan,tempoh_ulang,kedalaman_banjir,distance
145,4,33,0.3,4173.641788
51,3,2,0.3,8541.947374
92,2,5,0.5,5255.097347
74.5,3,2,0.3,4257.60097
8,3,2,0.3,3467.060701
51,3,2,0.3,4065.406362
74.5,3,2,0.3,3350.481354
74.5,3,2,0.3,3467.558845
66.5,3,2,0.8,4932.138504
46,3,2,0.5,4710.030747
60,1,2,0.3,6949.150508
37.5,2,2,0.3,3031.454177
66.5,3,2,0.8,6524.802518
10,2,2,0.3,4702.662594
43,3,2,0.6,3733.874893
74.5,3,2,0.3,5655.505609
100,3,15,0.3,254.839634
43,3,2,0.6,1602.45995
74.5,3,2,0.3,2676.459373
66.5,3,2,0.8,9736.63943
60,1,2,0.3,3882.361321
26.5,1,2,0.3,3576.293901
66.5,3,2,0.5,10361.82113
66.5,3,2,0.5,4148.234704
66.5,3,2,0.5,3456.194287
43,3,2,0.6,2386.182119
58.5,3,2,0.3,1660.273585
76.5,1,10,0.3,2203.375171
92,2,5,0.5,4471.529117
58.5,3,2,0.3,1477.091114
51,3,2,1.5,2229.236024
48.5,3,2,0.2,1198.064254
51,3,2,1.2,579.1375988
145,4,33,0.3,5129.878499
84.5,3,3,0.5,1564.615147
74.5,3,2,0.3,3233.454344
92,2,5,0.5,1065.820263
66.5,3,2,0.5,5398.507882
60,1,2,0.3,3667.438333
50.5,3,2,0.9,6820.229061
42,3,2,0.2,554.179247
92,2,5,0.5,2586.750266
76.5,1,10,0.3,1152.914591
60,1,2,0.3,2177.361251
66.5,3,2,0.8,3441.789276
66.5,3,2,0.8,6108.920502
66.5,3,2,0.8,8327.380245
100,3,15,0.3,2677.922067
43,3,2,0.6,5027.138311
26.5,1,2,0.3,4924.52843
74.5,3,2,1,6713.87064
51,3,2,0.3,4321.636489
74.5,3,2,0.3,2610.225374
66.5,3,2,0.8,2903.097236
41,3,2,0.2,2160.580241
84.5,3,3,0.5,1092.979842
74.5,3,2,1,2896.570409
50.5,3,2,0.9,1202.37577
74.5,3,2,0.5,2608.054205
66.5,3,2,0.5,10653.46022
43,3,2,0.6,3426.928671
66.5,3,2,0.5,5578.945666
60,3,2,0.3,449.7221875
55.5,3,2,1,7136.53728
145,4,33,0.3,768.8485047
66.5,3,2,0.8,8071.025319
51,3,2,1.5,3541.890518
92,2,5,0.5,826.8841964
92,2,5,0.5,3694.802351
41,3,2,0.2,3582.925052
51,3,2,1.5,2671.451981
41,3,2,0.2,4605.658416
74.5,3,2,0.3,2229.021144
66.5,3,2,0.3,2299.140026
74.5,3,2,1,7696.401284
84.5,3,3,0.5,3039.075897
46,3,2,0.5,5474.637449
50.5,3,2,0.9,3615.376413
66.5,3,2,0.5,4092.423799
74.5,3,2,0.3,3974.338461
145,4,33,0.3,2718.842071
43,3,2,0.6,4696.172476
145,4,33,0.3,2402.574625
55.5,3,2,1,1467.561828
43,3,2,0.6,4197.520374
84.5,3,3,0.5,1449.374814
66.5,3,2,0.8,12987.58254
50.5,3,2,0.9,1814.034218
92,2,5,0.5,4364.318829
51,3,2,1.2,638.2153273
76.5,1,10,0.3,2268.728425
74.5,3,2,0.3,1230.126685
50.5,3,2,0.9,1668.898108
66.5,3,2,0.8,10124.31493
55.5,3,2,1,6075.218241
74.5,3,2,0.5,2795.385522
66.5,3,2,0.8,14722.46285
46,3,2,0.5,4735.481933
76.5,1,10,0.3,500.713928
41,3,2,0.2,1418.141477
66.5,3,2,0.8,5003.098866
32,1,2,1.2,1219.12351
60,1,2,0.3,7309.529966
43,3,2,0.6,769.2735841
60,1,2,0.3,9286.46676
66.5,3,2,0.5,6642.946004
74.5,3,2,0.3,3162.460624
66.5,3,2,0.3,3507.848914
66.5,3,2,0.5,10738.04348
60,1,2,0.3,4307.01065
41,3,2,0.2,8331.861408
76.5,1,10,0.3,3166.521954
76.5,1,10,0.3,4720.241259
51,3,2,0.3,4157.636965
10,2,2,0.3,5985.449683
60,3,2,0.3,819.6822895
15.5,3,2,0.3,5156.859571
66.5,3,2,0.5,2678.224376
66.5,3,2,0.8,9200.081966
51,3,2,1.5,4897.053079
41,3,2,0.2,1960.174128
41,3,2,0.2,1398.690726
66.5,3,2,0.5,478.9059671
43,3,2,0.6,2061.234424
46,3,2,0.5,593.109093
50.5,3,2,0.9,6148.882646
66.5,3,2,0.5,8734.873493
32,1,2,1.2,818.1600052
55.5,3,2,1,3935.545747
74.5,3,2,0.3,4634.597863
66.5,3,2,0.5,9643.725267
66.5,3,2,0.8,1693.011127
66.5,3,2,0.8,6814.801929
66.5,3,2,0.8,5851.515226
74.5,3,2,1,4188.801865
36,3,2,0.6,2221.717167
41,3,2,0.2,2828.021458
41,3,2,0.2,2222.490507
66.5,3,2,0.3,840.2059586
76.5,1,10,0.3,3881.274504
74.5,3,2,0.3,2280.162506
37.5,3,2,0.3,1634.732671
43,3,2,0.6,2100.464856
66.5,3,2,0.8,12777.29855
55.5,3,2,1,3037.159032
76.5,1,10,0.3,80.96492504
41,3,2,0.2,5153.805339
46,3,2,0.5,4406.51879
55.5,3,2,1,5344.310549
60,1,2,0.3,7770.453693
55.5,3,2,1,3003.03227
66.5,3,2,0.5,546.0728928
66.5,3,2,0.8,5081.18034
66.5,3,2,0.5,2964.456508
66.5,3,2,0.8,1391.230735
15.5,3,2,0.3,2887.945708
43,3,2,0.5,1754.678226
66.5,3,2,0.8,6672.277507
66.5,3,2,0.3,5517.841129
10,2,2,0.3,3440.302012
74.5,3,2,0.3,4196.713874
46,3,2,0.5,4640.601715
43,3,2,0.6,4608.526104
43,3,2,0.6,6232.786456
51,3,2,1.5,1053.516113
43,3,2,0.6,1729.036024
66.5,3,2,0.8,1673.85466
60,1,2,0.3,8486.595079
60,1,2,0.3,4295.083751
50.5,3,2,0.9,5481.565674
15.5,3,2,0.3,3218.143729
100,3,15,0.3,4732.592734
51,3,2,1.5,5373.159705
66.5,3,2,0.8,5543.884341
74.5,3,2,0.3,5804.884447
74.5,3,2,0.3,6234.182286
60,1,2,0.3,2240.648486
16.5,3,2,0.2,684.5218596
66.5,3,2,0.5,3201.695155
42,3,2,0.2,980.9395263
74.5,3,2,0.3,1766.958073
74.5,3,2,0.3,2866.03837
145,4,33,0.3,2671.238061
66.5,3,2,0.8,3086.14754
66.5,3,2,0.5,1403.690797
84.5,3,3,0.5,259.3140551
32,1,2,1.2,2524.634924
100,3,15,0.3,753.6391223
145,4,33,0.3,1793.327239
69,3,2,1.2,543.558893
66.5,3,2,0.8,5373.952604
66.5,3,2,0.8,5717.827583
51,3,2,0.3,5858.118197
16.5,3,2,0.2,628.6281712
16.5,3,2,0.2,739.5588794
55.5,3,2,1,2940.793755
66.5,3,2,0.8,8820.851761
66.5,3,2,0.8,4996.140116
74.5,3,2,0.3,269.5954013
60,1,2,0.3,6973.96858
51,3,2,1.5,2174.47537
66.5,3,2,0.8,4231.411306
60,1,2,0.3,3758.659203
66.5,3,2,0.8,4705.512355
66.5,3,2,0.8,9257.38535
145,4,33,0.3,3063.397733
10,2,2,0.3,4121.413378
41,3,2,0.2,1900.575455
74.5,3,2,0.3,589.0275138
51,3,2,1.5,5715.467501
15.5,3,2,0.3,4069.520319
41,3,2,0.2,1512.523193
74.5,3,2,1,5278.660953
84.5,3,3,0.5,2320.310409
60,1,2,0.3,5938.938012
41,3,2,0.2,5993.480629
60,1,2,0.3,8490.438391
66.5,3,2,0.8,5520.230861
84.5,3,3,0.5,1754.529504
46,3,2,0.5,2764.889812
74.5,3,2,0.3,6366.355486
66.5,3,2,0.3,3630.138768
84.5,3,3,0.5,2435.242199
66.5,3,2,0.8,5209.451611
66.5,3,2,0.8,4903.877731
32,1,2,1.2,3837.692803
66.5,3,2,0.5,1943.263216
100,3,15,0.45,737.8978398
41,3,2,0.2,2757.444628
66.5,3,2,0.5,5854.909384
66.5,3,2,0.5,9137.88997
66.5,3,2,0.5,9565.763413
51,3,2,0.3,8115.524013
32,1,2,1.2,1876.215076
50.5,3,2,0.9,994.213737
145,4,33,0.3,545.2096781
66.5,3,2,0.3,4827.691694
46,3,2,0.5,4485.881529
66.5,3,2,0.5,8695.105864
66.5,3,2,0.8,4230.982446
51,3,2,1.5,4587.734373
51,3,2,1.5,5989.11494
66.5,3,2,0.5,3889.955177
74.5,3,2,0.3,1585.661424
46,3,2,0.5,4548.096766
74.5,3,2,0.3,2198.983958
26.5,1,2,0.3,3883.799774
76.5,1,10,0.3,587.4013495
66.5,3,2,0.5,9587.17462
50.5,3,2,0.9,4295.250836
10,2,2,0.3,3734.467579
10,2,2,0.3,1350.654407
46,3,2,0.5,4542.425053
41,3,2,0.2,889.2438415
60,1,2,0.3,993.1659309
66.5,3,2,0.8,2772.976577
74.5,3,2,0.5,4063.227873
60,1,2,0.3,8317.76266
66.5,3,2,0.5,1859.784582
32,1,2,1.2,2813.327728
41,3,2,0.2,3802.143319
100,3,15,0.3,1548.866254
41,3,2,0.2,1193.636894
10,2,2,0.3,3153.591555
43,3,2,0.6,4536.253017
66.5,3,2,0.8,9766.164295
100,3,15,0.3,990.7848065
55.5,3,2,1,2240.017621
145,4,33,0.3,5708.416831
84.5,3,3,0.5,2709.767205
66.5,3,2,0.5,7964.77011
50.5,3,2,0.9,4984.099083
46,3,2,0.5,4675.537696
66.5,3,2,0.8,9069.92485
43,3,2,0.6,4742.404809
66.5,3,2,0.8,3396.711439
43,3,2,0.6,451.5029866
66.5,3,2,0.5,6692.923669
66.5,3,2,0.8,4011.554131
50.5,3,2,0.9,4869.734084
66.5,3,2,0.8,2278.057163
76.5,1,10,0.3,3105.984468
55.5,3,2,1,4732.113223
74.5,3,2,0.3,3689.731934
76.5,1,10,0.3,3959.010261
41,3,2,0.2,1359.815774
71.5,1,6,0.3,774.3008719
145,4,33,0.3,581.4808156
60,1,2,0.3,7812.396021
60,1,2,0.3,7296.87292
66.5,3,2,0.8,7725.734515
84.5,3,3,0.5,2782.142351
74.5,3,2,0.5,3480.741144
32,1,2,1.2,3288.979674
41,3,2,0.2,1878.460484
66.5,3,2,0.8,6182.2383
66.5,3,2,0.8,4411.48362
74.5,3,2,1,470.8501305
99,1,35,0.5,4795.597468
41,3,2,0.2,5992.411913
15.5,3,2,0.3,6783.560815
46,3,2,0.5,2999.181784
74.5,3,2,0.3,4504.63162
46,3,2,0.5,5380.24461
15.5,3,2,0.3,2977.780815
32,1,2,1.2,4915.854204
66.5,3,2,0.8,2724.167393
50.5,3,2,0.9,3945.860168
74.5,3,2,1,503.0847943
43,3,2,0.6,1966.961342
15.5,3,2,0.3,5098.599447
84.5,3,3,0.5,2183.1194
36,3,2,0.6,2331.987724
74.5,3,2,0.5,1041.083638
36,3,2,0.6,1244.192655
21.5,3,2,0.3,858.8781636
74.5,3,2,0.3,2766.231021
36,3,2,0.6,1005.682786
71.5,1,6,0.3,928.8026368
74.5,3,2,0.3,3024.748543
36,3,2,0.6,1598.815688
8,3,2,0.3,2479.603115
48.5,3,2,0.2,652.7834719
74.5,3,2,0.3,1273.886441
74.5,3,2,1,2363.840697
74.5,3,2,0.3,2190.213551
48.5,3,2,0.2,2607.034332
74.5,3,2,0.3,871.0115912
50.5,3,2,0.9,1314.898359
8,3,2,0.3,2667.339362
48.5,3,2,0.2,556.3672217
41,3,2,0.3,1285.885324
74.5,3,2,0.3,415.7802478
74.5,3,2,1,1356.108932
74.5,3,2,1,546.35917
36,3,2,0.6,1150.082972
36,3,2,0.6,763.9505947
57,3,2,0.8,2664.197399
10,2,2,0.4,1507.510705
43,3,2,0.5,3032.161075
34,3,2,0.4,3720.783661
43,3,2,0.5,1643.05438
10,2,2,0.4,874.5046983
43,3,2,0.5,3782.027837
119,3,20,0.8,1390.044056
119,3,20,0.3,1256.26717
119,3,20,0.3,872.7050464
119,3,20,0.3,1147.339701
119,3,20,0.3,1069.497177
119,3,20,0.3,775.9757133
119,3,20,0.3,1112.75041
119,3,20,0.3,692.7908549
119,3,20,0.3,823.5466186
48,3,2,0.3,4940.383795
57,3,2,0.8,6115.167022
57,3,2,0.8,4144.498275
57,3,2,0.8,7250.310299
57,3,2,0.8,6862.691898
57,3,2,0.8,8733.827041
43,4,2,0.5,4091.110497
43,4,2,0.5,8723.568291
69,1,9,0.35,3290.876154
18,1,2,0.3,266.1017386
69,1,9,0.35,1151.54868
69,1,9,0.35,1831.447222
91,3,6,0.5,1419.364639
35,3,2,0.5,1598.835164
69,1,9,0.35,2413.321302
39.5,1,2,0.1,2113.83177
84.5,3,3,0.5,2340.002485
58.5,3,2,0.3,255.3205668
84.5,3,3,0.5,1880.584142
10,2,2,0.3,574.2245874
10,2,2,0.3,1491.798819
10,2,2,0.3,538.7546508
58.5,3,2,0.3,615.0465366
84.5,3,3,0.5,1764.218829
36,3,2,0.6,874.9797699
48.5,3,2,0.2,2924.443421
145,4,33,0.3,790.0026142
145,4,33,0.3,2569.73618
64,3,2,0.2,787.5641844
41,3,2,0.2,688.5200993
145,4,33,0.3,3685.647833
18.5,3,2,0.3,703.4533501
64,3,2,0.2,1936.647092
64,3,2,0.2,1550.930124
145,4,33,0.3,1898.178034
50.5,3,2,0.9,1249.550487
18.5,3,2,0.3,894.9201556
145,4,33,0.3,1907.095829
145,4,33,0.3,2050.370155
50.5,3,2,0.9,2490.437726
48.5,3,2,0.2,688.830255
74.5,3,2,0.3,2063.243098
50.5,3,2,0.9,1101.920045
145,4,33,0.3,2219.774997
48.5,3,2,0.2,1114.765232
64,3,2,0.2,1525.501669
41,3,2,0.2,1882.594132
41,3,2,0.2,1117.046041
41,3,2,0.2,2107.675634
145,4,33,0.3,2169.716979
100,3,15,0.3,4123.962191
92,2,5,0.5,3989.5434
96.5,2,9,0.45,146.1766876
66.5,3,2,0.5,4749.695781
10,2,2,0.3,4332.495856
74.5,3,2,0.3,3742.078801
69,3,2,1,4114.493532
69,3,2,1,6701.583695
99,1,35,0.5,6555.453058
69,3,2,1,1390.289937
69,3,2,1,7827.687105
69,3,2,1,7823.683189
99,1,35,0.5,5441.771159
69,3,2,1,9110.750038
51,3,2,1.2,3137.183209
69,3,2,1.2,3048.630308
51,3,2,1.5,3266.342122
51,3,2,1.2,3391.264703
37.5,2,2,0.3,595.0662673
50,3,2,0.3,2481.100472
51,3,2,1.2,1419.512896
69,3,2,1.2,1511.658889
50,3,2,0.3,2211.935347
50,3,2,0.3,1478.319176
69,3,2,1.2,2608.313987
69,3,2,1.2,2061.749356
51,3,2,1.2,3554.425492
51,3,2,1.5,2759.607387
51,3,2,1.5,1300.033938
69,3,2,1.2,2664.97221
145,4,33,0.3,3000.613769
145,4,33,0.3,4619.82448
100,3,15,0.3,1066.766543
145,4,33,0.3,2921.480179
145,4,33,0.3,3444.721998
100,3,15,0.3,1331.834405
145,4,33,0.3,1669.831469
145,4,33,0.3,3743.816038
145,4,33,0.3,1456.256429
145,4,33,0.3,2650.361624
145,4,33,0.3,4897.555048
145,4,33,0.3,4082.924052
145,4,33,0.3,3536.736749
51,3,2,1.5,4002.133432
145,4,33,0.3,2977.228316
145,4,33,0.3,3059.034965
51,3,2,1.5,2747.083767
55.5,3,2,1,2566.228714
145,4,33,0.3,4708.023114
41,3,2,0.2,3236.816101
83,1,18,0.4,2586.359066
10,2,2,0.3,1936.796407
76.5,1,10,0.3,517.7915697
50.5,3,2,0.9,2381.524552
66.5,3,2,0.5,2373.603851
37.5,3,2,0.3,1785.571745
84.5,3,3,0.5,2157.021196
66.5,3,2,0.8,9291.352341
66.5,3,2,0.8,3193.117464
66.5,3,2,0.8,8738.321103
15.5,3,2,0.3,1461.963562
41,3,2,0.2,4878.642451
66.5,3,2,0.3,4521.362952
51,3,2,1.5,2056.222074
66.5,3,2,0.8,369.4824507
66.5,3,2,0.8,8846.318501
66.5,3,2,0.8,7081.779292
32,1,2,1.2,482.6487307
60,1,2,0.3,3775.86831
76.5,1,10,0.3,322.5823293
51,3,2,0.3,3610.256241
66.5,3,2,0.5,1158.846468
51,3,2,0.3,336.406011
145,4,33,0.3,1744.567798
66.5,3,2,0.5,1448.652079
66.5,3,2,0.5,774.2890812
66.5,3,2,0.5,3381.077219
145,4,33,0.3,2922.486653
66.5,3,2,0.8,7147.714976
66.5,3,2,0.8,5600.04062
55.5,3,2,1,6620.56272
55.5,3,2,1,8042.765535
55.5,3,2,1,7935.184874
66.5,3,2,0.8,6663.684377
66.5,3,2,0.8,5770.506443
66.5,3,2,0.8,6838.192362
32,1,2,1.2,3040.975479
32,1,2,1.2,273.1845646
41,3,2,0.2,1563.529431
55.5,3,2,1,4290.337437
66.5,3,2,0.8,6382.443196
74.5,3,2,1,742.2043772
43,3,2,0.6,2441.329237
36,3,2,0.4,3264.491758
43,3,2,0.3,2523.789749
32,1,2,1.2,961.4940339
55.5,3,2,1,1584.781063
32,1,2,1.2,987.8405395
83,1,18,0.4,1536.083992
32,1,2,1.2,1383.589987
55.5,3,2,1,4221.245618
55.5,3,2,1,848.8173121
83,1,18,0.4,3950.946038
43,3,2,0.5,1252.879651
83,1,18,0.4,2227.055514
83,1,18,0.4,2397.080382
55.5,3,2,1,3621.640139
83,1,18,0.4,3962.931362
83,1,18,0.4,408.4178117
41,1,2,1.2,2161.848669
55.5,3,2,1,930.8849381
43,3,2,0.3,1900.145116
32,1,2,1.2,1786.754614
55.5,3,2,1,663.7743354
55.5,3,2,1,851.0170611
55.5,3,2,1,2553.405356
55.5,3,2,1,3201.448254
83,1,18,0.4,4211.496868
83,1,18,0.4,5259.299534
60,1,2,0.3,3094.843576
32,1,2,1.2,1815.076311
43,3,2,0.5,1211.490208
55.5,3,2,1,2418.704348
41,1,2,1.2,925.9209301
55.5,3,2,1,2613.962907
83,1,18,0.4,3131.398925
60,1,2,0.3,2442.697449
55.5,3,2,1,2173.691013
60,1,2,0.3,3498.245857
32,1,2,1.2,2683.777492
43,3,2,0.3,2283.8883
55.5,3,2,1,3502.745218
60,1,2,0.3,852.7093469
55.5,3,2,1,2776.657685
32,1,2,1.2,2278.277468
83,1,18,1.2,2009.131111
43,3,2,0.3,767.2519098
60,1,2,0.3,3974.895682
60,1,2,0.3,2864.354806
83,1,18,1.2,1606.258611
83,1,18,0.4,2192.90979
43,3,2,0.3,1457.380865
51,3,2,1.2,326.6287345
51,3,2,1.2,2409.987361
69,3,2,1.2,3388.05841
51,3,2,1.5,2784.602189
51,3,2,1.2,1922.708385
51,3,2,1.2,919.5826181
51,3,2,1.5,219.5450376
69,3,2,1.2,1653.028218
66.5,3,2,0.8,7765.060512
55.5,3,2,1,6454.531896
83,1,18,0.4,6331.508522
66.5,3,2,0.8,7208.178873
66.5,3,2,0.8,11250.69034
66.5,3,2,0.8,10473.50102
66.5,3,2,0.8,11068.52896
60,1,2,0.3,4851.360894
60,1,2,0.3,8640.52003
60,1,2,0.3,8528.961494
60,1,2,0.3,8628.995962
60,1,2,0.3,8745.639893
60,1,2,0.3,8609.694158
60,1,2,0.3,8547.198686
60,1,2,0.3,8784.170477
60,1,2,0.3,8760.365845
60,1,2,0.3,8762.236821
60,1,2,0.3,8621.22109
60,1,2,0.3,8745.706256
60,1,2,0.3,8842.916954
60,1,2,0.3,8854.160839
60,1,2,0.3,8697.136197
60,1,2,0.3,8848.982493
60,1,2,0.3,8643.152309
50,3,2,0.3,5601.687686
50,3,2,0.3,5571.179271
50,3,2,0.3,5576.929042
50,3,2,0.3,5607.255989
50,3,2,0.3,5599.209961
50,3,2,0.3,5579.551589
50,3,2,0.3,5578.717103
50,3,2,0.3,5578.82219
50,3,2,0.3,5582.599194
50,3,2,0.3,5602.093145
50,3,2,0.3,5581.660697
50,3,2,0.3,5603.72714
50,3,2,0.3,5572.367695
50,3,2,0.3,5605.309313
50,3,2,0.3,5612.434834
50,3,2,0.3,5591.881916
50,3,2,0.3,5597.869077
50,3,2,0.3,5572.034004
50,3,2,0.3,5587.264334
50,3,2,0.3,5587.103661
50,3,2,0.3,5566.314235
50,3,2,0.3,5579.476227
50,3,2,0.3,5589.243907
50,3,2,0.3,5563.990597
84,3,2,0.3,3750.811486
84,3,2,0.3,8868.927842
71,2,2,0.6,6430.04069
84,3,2,0.3,6521.892167
71,2,2,0.6,6175.908897
64.5,1,2,0.3,5577.640666
79,2,3,0.3,3911.039931
40,16,2,0.3,1194.555542
51,3,2,1,1437.023018
109.5,3,2,1,19.2533428
84,3,2,0.3,4662.791576
41,3,2,0.2,3669.763904
84,3,2,0.3,595.7563669
41,3,2,0.4,4152.253284
84,3,2,0.3,2951.39397
109.5,3,2,1,5621.024158
109.5,3,2,1,1856.01592
64.5,1,2,0.3,7572.367755
129.5,3,15,0.7,3538.649055
84,3,2,0.3,2247.640331
109.5,3,2,1,589.2976961
66,1,8,0.3,1907.857703
64.5,1,2,0.3,6027.353224
81,3,2,0.3,1950.776423
84,3,2,0.3,2754.612547
109.5,3,2,1,2006.556638
109.5,3,2,1,2005.311887
84,3,2,0.3,2604.618022
146,3,54,1.2,2029.188326
20,3,2,0.3,4000.094785
24.5,3,2,0.5,2338.815047
40,16,2,0.3,563.8215504
109.5,3,2,1,3338.999206
84,3,2,0.3,1953.824906
84,3,2,0.3,1647.289041
84,3,2,0.3,2828.97198
84,3,2,0.3,2500.81813
84,3,2,0.3,3768.465708
84,3,2,0.3,2727.050072
84,3,2,0.3,577.4430974
109.5,3,2,1,4204.012161
84,3,2,0.3,2284.326915
84,3,2,0.3,1736.703761
84,3,2,0.3,3119.50385
84,3,2,0.3,2518.818422
109.5,3,2,1,4000.888974
84,3,2,0.3,2111.661541
84,3,2,0.3,2821.485791
24.5,3,2,0.5,4534.373627
86.5,3,2,0.6,3288.775041
24.5,3,2,0.5,655.9193255
24.5,3,2,0.5,4015.865962
24.5,3,2,0.5,3069.200057
24.5,3,2,0.5,3790.736538
86.5,3,2,0.6,2300.773875
86.5,3,2,0.6,3694.529816
24.5,3,2,0.5,779.2874883
86.5,3,2,0.6,2719.768383
24.5,3,2,0.5,2495.314053
24.5,3,2,0.5,2940.852538
24.5,3,2,0.5,3520.609814
24.5,3,2,0.5,2732.347219
24.5,3,2,0.5,2189.375672
34,3,2,0.5,1713.49533
48.5,3,2,0.4,2587.037167
84,3,2,0.3,3393.857934
79,3,2,0.2,380.4302892
84,3,2,0.3,1262.974267
79,3,2,0.2,1363.25468
79,3,2,0.2,1677.491179
84,3,2,0.3,1030.361838
84,3,2,0.3,1590.129567
129,3,29,0.3,3777.007258
51.5,3,2,0.4,5874.246109
129,3,29,0.3,2421.680815
129,3,29,0.3,1836.154713
129,3,29,0.3,5535.351743
129,3,29,0.3,4401.798512
129,3,29,0.3,6217.837788
51,3,2,1,4489.702413
79,3,2,0.2,2542.788656
84,3,2,0.3,3524.233004
48.5,3,2,0.4,3426.228426
84,3,2,0.3,1258.123049
84,3,2,0.3,2011.939461
84,3,2,0.3,1011.762214
84,3,2,0.3,1916.020203
84,3,2,0.3,1966.698345
24.5,3,2,0.5,450.9409469
24.5,3,2,0.5,3336.248542
24.5,3,2,0.5,2174.98684
34,3,2,0.5,583.9568148
24.5,3,2,0.5,712.7460929
24.5,3,2,0.5,830.1375014
24.5,3,2,0.5,1042.866163
24.5,3,2,0.5,2539.047624
89,3,2,0.5,4780.555131
41,3,2,0.6,1759.589187
41,3,2,0.6,1318.637509
84,3,2,0.3,4635.113903
41,3,2,0.6,1148.40606
84,3,2,0.3,5150.051526
89,3,2,0.5,4327.343191
84,3,2,0.3,4354.378604
52,3,2,0.3,2550.916414
84,3,2,0.3,5608.56658
84,3,2,0.3,3090.153878
52,3,2,0.3,2683.085193
52,3,2,0.3,1539.917214
41,3,2,0.6,1323.012705
84,3,2,0.3,3766.558804
84,3,2,0.3,5304.137738
89,3,2,0.5,3316.762457
84,3,2,0.3,3792.890045
109.5,3,2,1,4564.336814
84,3,2,0.3,4445.448606
84,3,2,0.3,974.2331973
84,3,2,0.3,240.6703657
52,3,2,0.3,1141.974536
84,3,2,0.3,4956.994783
40,16,2,0.3,2163.634255
40,16,2,0.3,1816.67978
40,16,2,0.3,1161.969551
40,16,2,0.3,879.1205382
40,16,2,0.3,1426.632342
40,16,2,0.3,1711.511581
40,16,2,0.3,835.8029824
40,16,2,0.3,2116.336205
40,16,2,0.3,2522.177073
40,16,2,0.3,623.442552
40,16,2,0.3,1348.55815
40,16,2,0.3,588.8000934
40,16,2,0.3,1623.08892
40,16,2,0.3,2039.951486
40,16,2,0.3,1080.772471
40,16,2,0.3,940.0030515
41,3,2,0.2,1807.459699
41,3,2,0.2,3279.582932
40,16,2,0.3,1362.242975
40,16,2,0.3,801.624875
40,16,2,0.3,1338.809682
40,16,2,0.3,1142.145952
40,16,2,0.3,887.8579634
40,16,2,0.3,1188.887524
84,3,2,0.3,5894.29117
71,2,2,0.6,8495.259277
41,3,2,0.2,827.1430393
109.5,3,2,1,3845.119717
84,3,2,0.3,1573.92497
109.5,3,2,1,1655.9349
84,3,2,0.3,5138.099987
41,3,2,0.4,1309.863095
129,3,29,0.3,2411.816601
51,3,2,1,4537.487134
51.5,3,2,0.4,6377.195188
51,3,2,1,5085.022394
129,3,29,0.3,6552.697612
129,3,29,0.3,5404.649929
129,3,29,0.3,2243.115277
129,3,29,0.3,1605.575345
48.5,3,2,0.4,4035.593743
48.5,3,2,0.4,2736.984354
79,3,2,0.2,1982.599261
84,3,2,0.3,3211.328266
84,3,2,0.3,2262.957467
84,3,2,0.3,1699.279042
84,3,2,0.3,3448.087191
84,3,2,0.3,808.986413
67,1,5,0.3,1063.167361
66,3,2,0.6,2737.274149
66,1,8,0.3,1824.431776
19,1,2,0.3,1934.855399
74,1,8,0.3,4672.887503
139,2,56,0.6,3272.008748
64.5,1,2,0.3,1797.330434
64.5,1,2,0.3,2539.841943
79,2,3,0.3,3231.389621
40,1,2,0.3,1559.743273
41.5,3,2,0.3,2093.564512
41.5,3,2,0.3,1050.890531
54,3,2,0.3,1014.227126
72,1,7,1.2,416.654543
41,3,2,0.3,2855.141587
64.5,1,2,0.3,1616.982102
41,3,2,0.3,1926.827734
66,1,8,0.3,428.2680185
66,1,8,0.3,4117.367097
193,12,29,0.6,3733.713727
82,1,16,0.3,918.4668656
66,1,8,0.3,757.9230719
30,0.25,3,0.3,834.4029557
64.5,1,2,0.3,3278.420531
66,1,8,0.3,2463.709187
41.5,3,2,1,4714.127813
193,12,29,0.6,3928.12387
139,2,56,0.6,1077.206584
41.5,3,2,0.3,1521.590507
41.5,3,2,0.3,1784.95579
66,1,8,0.3,3078.835758
139,2,56,0.6,4284.444069
35,3,2,0.5,796.8964596
45,3,2,0.3,689.3761107
66,1,8,0.3,2644.927024
139,2,56,0.6,1702.815566
79,2,3,0.3,2851.06691
79,2,3,0.3,927.1812628
122.5,8,7,0.3,2533.905383
66,3,2,0.6,1463.986556
66,3,2,0.6,582.0162339
20,3,2,0.3,1795.335031
74,1,8,0.3,1773.662975
74,1,8,0.9,1519.613835
41.5,3,2,0.3,1864.649887
54,3,2,0.3,1678.125775
139,2,56,0.6,4008.685653
98,2,7,0.6,1604.743335
57,3,2,1,673.6757611
69,3,2,0.8,1569.444427
46,3,2,0.5,2956.869628
46,3,2,0.5,495.9722038
69,3,2,0.8,734.0305424
46,3,2,0.5,329.0140385
46,3,2,0.5,1566.812034
46,3,2,0.5,544.9205039
94.5,2,14,0.6,530.0499493
45,3,2,0.3,436.7591091
69,3,2,0.8,1940.216223
69,3,2,0.8,1913.899135
45,3,2,0.3,472.1118866
94.5,2,14,0.6,727.7232633
45,3,2,0.3,1091.43105
45,3,2,0.3,637.32985
57,3,2,1,363.6553257
46,3,2,0.5,1879.763389
69,3,2,0.8,352.5866019
69,3,2,0.8,379.9816384
69,3,2,0.8,551.8037433
51.5,3,2,0.4,1305.168317
46,3,2,0.5,264.1978691
69,3,2,0.8,989.6521943
